CaseOrder,Interaction,UID,Population,Area,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
75,fd741cf9-5663-472f-94e8-5977c1499a74,b412a5cf1e6e60c5f8b9b3fac56083dd,34359,Urban,1,70,-1.358135989907901,Yes,12.92303286,16,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),-1.215788277635197,214.966286,-1.2555429575499903,4,4,4,5,2,3,4,4
76,99348a66-489f-42a7-894a-178bc1ba030c,2ffb137d5a923efa638cda02537eb25a,24693,Rural,2,67,1.4652472101325191,Yes,12.43301273,13,0,0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,-1.1002128472441375,270.160419,-0.7982108653567063,3,3,4,3,5,3,3,4
77,77618d0f-b884-47ba-ad1b-7029b27512f8,9c7d828228996c8d9400cd17a3c355f5,4235,Rural,4,46,-0.9933631272823673,Yes,7.607663559,11,0,0,No,Two Year,No,No,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,-1.2644336683865323,200.165175,-1.200929620485428,1,1,2,2,3,1,3,2
78,6f3cb471-a76a-480a-8042-cb64a5a43175,7b779f43153c7a475fdf4f75dad470aa,2193,Urban,1,50,1.2407718478751424,No,7.442789019,10,2,1,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),-0.5440781385004404,149.937833,-0.4422100028420828,2,2,3,4,3,3,4,4
79,10eabf96-a37f-457f-b30b-b14113ea9ef5,609f92fd8000baf6c8f016013fe60afb,273,Rural,1,24,-0.736498106570054,Yes,13.04429298,18,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,-0.3735551939271544,240.114868,-0.33490867904885585,4,4,5,1,4,4,3,3
80,31eeb895-3c43-4aa5-91de-59b6782b4467,ec244815da702eef604eb33e0b3584d6,14557,Rural,0,20,1.395848499666751,No,14.89762162,17,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),-0.9397433004255127,127.495766,-1.0355147188917275,3,4,3,4,5,4,3,3
81,67203a0f-8d33-4cae-b0af-f090e77b213a,7c3d23d2690d1d49f4dbaa9835f7857e,17653,Urban,1,29,-0.08435435247640284,Yes,13.79387475,13,2,1,No,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,-0.9340552416411959,187.609354,-0.7418386314156246,3,4,3,2,5,3,3,4
82,92807e76-e79e-41a5-9385-51da617ab9ce,e08b6cab24a10897ce670754e07c134d,285,Rural,0,31,0.18942326596922335,No,15.66367593,6,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),-1.0095383021188133,169.992756,-1.1207297184238962,3,3,3,4,4,3,4,4
83,cdb3af59-9a91-4205-b4d9-5eb4d611a3cc,d510541ecbd09bd7b21695cfc4bfb6bb,320,Urban,5,72,1.2429219617343,No,8.513410306,13,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,-0.5700715863023738,192.456745,-0.6796289875594311,4,4,4,3,1,5,4,4
84,5aab7733-9356-4ca2-96ba-aaa6832fa61f,a51e72c0ef13b8b04d21cba57d716988,2863,Urban,4,71,0.19564629054459773,No,8.265002035,10,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),-0.7631313820818934,120.004928,-0.6893704782348775,4,4,3,3,4,3,2,5
85,935bafa1-e020-4ba2-95e6-8855e6083762,fb3320b32a2a72117db528c1727e6923,1206,Suburban,2,32,1.1273367629124702,No,8.6026551,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),-1.2203746498243107,195.006206,-1.2633242702298089,5,3,5,5,3,3,5,2
86,7d403a84-003b-402a-8432-24380e4da3b0,ee0b3f53ecd1d8b785bc20e91e6eb43a,35279,Rural,0,33,-1.0432104477954605,No,6.03993035,15,1,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),-1.216563604813229,139.95684,-1.294961877523146,3,3,4,3,3,4,3,6
87,7f9581be-4e3f-4f0a-9c55-939e16f033a0,d5d5681b0b83852e9d6bf577f2508c07,1049,Suburban,3,67,-0.7145692857561239,No,14.6040829,12,3,0,Yes,Month-to-month,No,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),-1.1298654689649816,114.983787,-1.2806620831646804,3,3,2,2,5,4,2,3
88,bf3ea9ec-a4a7-4514-8176-2d8d8f113323,660d53bc7e25d7eff74a09e7161ab394,32203,Suburban,0,66,-0.42484153189183965,Yes,7.274007029,13,1,1,No,Month-to-month,Yes,No,,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,-1.1649919769570969,207.638588,-1.196710931984345,4,3,3,6,1,4,3,3
89,1ca2e70f-6207-4514-a8ce-e97244a56251,fd047e80fa6a36f3e6860335c2edb7be,25576,Rural,4,21,-0.8581261785833799,Yes,8.913898759,12,4,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,-1.1632955113217682,187.609354,-0.9148601251516167,4,4,4,3,3,3,3,5
90,c4c9f72f-9d25-4e86-b0dc-278ad1794358,c5bfa79a4a6bdc3dca476aa903006d3c,319,Urban,0,61,-0.708948775356357,No,11.59313893,13,0,2,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),-1.1487493215265967,134.950905,-1.3722811944099786,3,2,3,4,3,4,5,4
91,0319a159-cefc-4d57-804b-c5a16de84ca6,62c298f5af507e7e8a3eccff4df3b206,55519,Rural,0,75,0.6623036264708184,Yes,8.294186076,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,-1.2229629659810055,192.470522,-1.3649151375813087,3,3,3,3,3,4,3,3
92,1ab894a8-1876-4de7-9e93-2cae49e6cbc2,fb6dd545f720e3181b24ea29dda8bbd2,15210,Urban,0,63,0.06559224041918527,Yes,15.19664016,9,1,0,No,Month-to-month,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,-0.7817677075182011,222.628057,-0.5739715644146094,3,2,3,2,4,3,2,4
93,87ec7c0f-2780-4909-9bf3-5369082eab90,b0e35245c3817d14f06e425fe6f1002a,3499,Suburban,0,68,2.684664621191764,No,5.083995994,3,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,-1.1819512034484458,162.468917,-1.3492481091899242,2,2,2,4,3,3,4,3
94,ca0b9ed3-3abc-49d1-84b2-053535772ee0,67dea4cf9825e91e94d7e66c2dc61343,14479,Suburban,2,32,-0.8498938277460912,Yes,6.942719201,7,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,-0.5587841492805086,159.979358,-0.41687806884937645,2,2,3,3,3,3,3,3
95,e572a5e1-a17d-4813-b077-af6c45596135,7e954b453929b2b60bb0a9afbb4ce0a7,4654,Suburban,0,76,1.4653429598837928,No,9.834012571,7,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,-0.6104796192871619,184.979684,-0.5302864785083787,3,2,3,4,2,4,5,3
96,728fccac-151c-4743-8c4a-ebf5af17ec9d,2d0a8b770314914a21b0714fefb68925,26320,Suburban,0,29,-0.5509528200370256,Yes,11.0596826,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),-1.1290322320588329,245.145743,-1.0220769691636888,5,5,4,5,1,5,5,4
97,fb749668-dbf8-448a-bc59-5bdba08f7e0b,e04663ac6cc68fac084cd2b394ca7cb8,35,Rural,0,83,0.5198645233325059,No,8.834079073,17,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,-1.0487164707506864,124.97808,-1.3101560981552667,4,4,4,3,2,4,3,4
98,832e769e-3b90-47cc-8f70-12e77fbd52a2,4886325be93630732220fb84b427c7cd,521,Suburban,10,23,0.8869233226125222,Yes,5.271228601,14,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,-0.8149942242027054,187.484705,-0.6569729635856485,3,2,2,4,3,2,3,2
99,7def992e-acd6-4b3e-9d01-68812f5fd2ff,9f2b4718c758e51e0b16b99cc7915687,17600,Rural,5,80,2.252045967214638,No,9.394961367,15,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,-0.5375799172366114,162.500692,-0.6113689289965863,5,4,4,3,4,4,5,5
100,d280a01b-3e7a-4303-b8b1-62ca5f99597c,c532f9d9a04a5bf1d6ef9f36e9d9cac9,3324,Suburban,0,20,0.014331015245616993,No,14.4754365,11,1,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,-1.0410575545217873,182.467607,-1.0639684289234828,3,4,3,5,2,6,6,6
101,57582d0e-06d5-453f-934f-cd35554c860c,a02ee02148402528926727212f31c741,55122,Urban,0,69,0.647922723086924,Yes,10.68311773,12,1,1,No,Month-to-month,No,No,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),-0.7587740335084161,222.660939,-0.7258906646891963,3,2,3,5,3,4,4,3
102,a722aa28-8556-4560-9eca-d33fb02d1c1e,aa4b526deb0603cd4912d02e60207b07,4038,Urban,1,32,0.12977365332666124,No,13.79409442,10,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),-0.8846417458536696,182.467607,-0.912801287206242,3,4,4,4,3,4,2,3
103,de982f12-12d6-489d-b4ee-e68a97898c45,06c7aea85dc9cf01dc968ec59e12ebad,31927,Urban,0,53,-0.5857457972489328,Yes,12.40165307,19,1,0,No,Month-to-month,No,Yes,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,-1.2095985706319008,220.161527,-1.1824675306392913,2,4,3,2,3,3,5,3
104,4f87c1f9-6f12-433a-950e-d543319f5362,dcd3c74524c8fe6d5c46012af869f060,19904,Rural,2,25,0.3316332789618958,No,10.24782033,9,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,-0.6542771991965506,169.937833,-0.6890991882336619,4,4,3,4,3,3,3,4
105,50d17517-42e8-41ee-b3e1-51380935f604,2d2232b20151dc60fd8d99261354fecc,13000,Suburban,0,69,-1.2767018903357363,Yes,14.86100819,16,0,2,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,-0.4437698223475185,204.963371,-0.502273320073992,3,3,3,3,2,4,4,4
106,c7588553-d2c4-44aa-bc57-92d9a450da0b,cb0a143f7dba83f1b654aaa89d49a0a7,1444,Urban,3,71,0.45425608450234306,Yes,6.716953195,10,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,-1.1611375737940632,204.963371,-1.1742699134102108,3,5,3,2,4,2,4,2
107,b93e919c-6a5c-4cd7-9bfa-32894cdec20d,2dc948687495051dc1f7f0564fef6d92,2158,Urban,3,53,-0.328262304069133,Yes,8.124258176,18,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),-0.8983993043163132,245.128318,-0.6039658099611375,3,3,2,4,3,2,4,3
108,4adf59ca-778b-42d1-b4dd-e323767f014d,1eaeddd94474968bc3ff130dd876a1a0,1800,Urban,2,56,-0.9806518158577197,Yes,14.60903837,11,0,2,No,Month-to-month,No,Yes,,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),-0.8108194044612612,172.473314,-0.8949115430723451,4,4,3,3,5,3,2,2
109,31f4132d-f26a-4fe0-af22-3a01989b7258,902a7c4c1556dcbc302fde108a5d10b7,30,Suburban,0,42,-0.32475538077155613,Yes,12.65015936,9,2,2,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),-0.7473600310659727,172.456745,-0.6539530905618554,4,3,4,3,5,4,2,3
110,acef0ce4-51a5-4fef-84ea-bb1dfe479bca,08412d1d1a661e06fde6fdc231c282bd,3682,Suburban,3,33,-0.29751918670739524,Yes,12.0281501,14,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,-0.9474829019634818,194.976769,-0.9464535451682918,2,2,2,2,4,2,3,2
111,8d831d69-21b5-4bec-bbfc-44c636c75c3e,5f2fbe8560cca9ee81e9303f4cf1d4bf,41733,Urban,1,47,0.569330263355338,No,15.68043093,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),-1.1091834828764788,137.439154,-1.229828719323836,4,4,4,4,3,3,4,3
112,711c124e-f93c-48e0-8055-b690fccf4225,692a8cdd50ea67ad39e45357a07e6ca4,630,Urban,1,48,-1.0909324784589858,Yes,11.30421466,18,3,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),-1.0569892502400215,192.470522,-1.1457561483419851,3,4,4,4,2,3,4,4
113,43e421ce-f3c6-46f4-8eaa-1ca2a141269d,a9201e2fd1c1c02ab3b6e94814aab979,15383,Rural,0,63,-0.5115613723630216,Yes,10.26646787,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Mailed Check,-1.1856865563921202,159.951231,-1.3798647319886914,4,3,4,2,3,3,3,3
114,9f6c3100-9e67-4db4-bafd-47c929332d84,282f2bb94490b4f9f7af2e24016deb6f,257,Urban,1,40,0.8956993192598203,No,7.56618217,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-0.6295411780784449,112.455141,-0.8172539788050209,3,3,3,3,3,3,3,4
115,26b6fe37-eb18-4dc1-909a-942ed707ea29,91791a39bcbef8d8aecec32873eb15c9,1012,Urban,0,67,-0.9674064335981899,Yes,10.40677369,14,2,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,-0.8094886028797343,174.961766,-0.8973755671978294,5,4,4,3,3,5,3,4
116,9fd23c24-e908-445d-aeb9-fb012159f6d4,66534eb1b19b7df4a2e1419c81aaf6e1,20327,Urban,0,56,-0.15276932290501063,No,7.146124361,13,3,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),-0.4228167628773137,162.452604,-0.5210033818507652,6,5,4,4,4,3,5,3
117,05669b20-e56a-439e-b9e4-ff6a3dd483e1,101097eefff05fdb34779dd1ba32d9bc,69,Urban,6,24,-0.47961854608069515,No,9.807530479,10,1,0,Yes,One year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,-1.0670431839276342,137.483594,-0.9331233574714222,5,5,4,3,3,3,3,3
118,2146b03d-4fae-41b9-a872-b928843fa56a,eabb697b5673a028ef3e8c922a7719a6,1130,Urban,2,79,0.4053531402397754,No,10.61217014,12,3,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,-0.8298699484707969,275.133571,-0.7737942238745157,4,5,4,4,1,4,4,4
119,f8074e7f-30d3-4ac2-bd9b-99979feb45be,fc229ed19c96a87277c2a9c36be70cbb,4210,Rural,3,61,0.8658360357236755,Yes,5.785085772,16,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,-1.036470794536718,127.442069,-0.9617509749289882,4,3,4,5,3,5,4,4
120,f374febf-f635-4175-ae0d-a66396e78623,037e77bcad87b56cb414f0ec8b8336c9,155,Urban,0,38,-1.0210450896330137,Yes,9.062879297,11,2,0,Yes,Two Year,No,No,,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,-0.9523314576883171,210.138,-0.9102528739097557,4,4,4,4,3,4,4,4
121,15a05750-ad38-4037-9acc-9fe6fe258839,c6adfc4fe898ddfe17779953bfa3cea6,37711,Rural,4,28,-0.6608306244255253,No,16.54443477,13,1,0,Yes,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),-0.4594265568537385,147.456419,-0.3608104882084915,5,4,5,2,3,4,4,3
122,3b1978b5-8a39-457e-b3a1-da4a743bdc07,cce2f9c7032458c27b93ac5c579bd9fd,1800,Urban,3,44,-0.48499542655777667,Yes,4.539566699,8,2,0,No,One year,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),-1.124232866590698,242.657291,-0.9775159192143237,4,4,2,3,3,4,5,5
123,4d787829-bf5d-4766-9777-d60e7b882659,37c05ff74288b115dd0a8732e7623662,8028,Suburban,1,65,-0.118045852919954,No,7.251198724,14,2,0,Yes,Month-to-month,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,-0.9257887162031159,114.983787,-1.1034980159272392,2,2,3,4,3,3,4,4
124,df1d3143-c299-4adc-a618-94f9bb34343e,754ce3ac5a85202e6b229c4c56077c30,31859,Urban,3,35,0.5222511745401801,No,8.943293567,15,2,1,No,Month-to-month,Yes,Yes,,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),-0.9972730542733514,187.656013,-0.9356058171020084,4,4,4,3,4,3,3,4
125,458642c8-9ad4-4288-bc3b-1ab83ce7a3c7,4a4d521d904c25264717a088cb5760c2,16101,Suburban,2,31,-0.09588262252975754,No,12.57884215,9,3,1,No,Two Year,Yes,No,,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),-1.0034663534002526,149.991327,-1.036558962005771,2,2,3,5,5,1,2,2
126,9c880386-d08d-4dc8-a545-e276cbb4bdd0,68413b3dcfc1bd890dc6695af5b833ef,20449,Suburban,2,34,1.2366936177282992,No,11.64836306,11,0,1,Yes,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Bank Transfer(automatic),-1.0322753193848941,124.960655,-0.9713158288909872,4,3,3,3,4,5,4,4
127,800bbe9f-bc31-4611-8ca9-ce20f1387343,e919dc3e29e6b13675e2ad90fd7ea0d8,161,Urban,2,68,1.9583180015193637,Yes,6.076260652,13,0,0,No,Month-to-month,Yes,Yes,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,-1.1307317727943114,220.161527,-1.077069237475876,3,3,3,3,4,3,3,3
128,785924d4-3532-4681-9cf7-40fb062d97d8,6133724ba9f8c29f702950ce12478140,29210,Urban,0,62,-0.19596168107587258,No,11.75681641,9,0,0,No,Two Year,No,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),-0.9255489543760288,172.48852,-0.8517291142436461,5,5,4,2,5,3,4,3
129,d1b92066-1007-4adc-b214-13bc3924c72e,f31bc51bfc6afc178d2c6f46151a3933,821,Urban,0,52,-0.12646473845787207,No,9.173739977,14,0,1,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,Electronic Check,-1.148000970749817,120.004928,-1.0988071053837345,4,4,5,3,3,4,4,5
130,f3878f9d-fe73-4db7-9d66-de25fab169c1,9940ab382adf00ea8c929a3d5aed0b87,5846,Urban,5,32,-1.07421599040143,Yes,8.353693631,11,4,0,No,Month-to-month,No,No,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,-1.13296269254511,220.161527,-0.9830033199561804,2,1,2,4,3,5,3,1
131,cfc79a87-f608-485d-86c9-cfce7db37a29,5e3d575e862fe7b14141e0de9df0963f,4476,Rural,0,47,3.050088936754667,Yes,10.74539526,10,0,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Mailed Check,-1.0756159430275047,139.965008,-1.020512234331309,3,3,4,2,4,4,3,2
132,3685c550-a023-4825-a1c0-576114e51d6d,f4db113e904d0ea8d6db34b4c89b7535,5529,Rural,8,66,-0.950803781356037,No,11.36323648,12,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,-1.202490336156774,159.951231,-1.2883234205427192,3,3,3,6,3,6,5,4
133,e3591f0e-4430-4391-94fa-2790223aa88a,1b0ea8d645fac9c153e5784264f2f8d1,25328,Rural,1,70,1.3378191855929649,Yes,2.310584634,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),-0.9814515401827703,184.949594,-0.8920828904203483,2,3,2,4,4,2,1,3
134,c7752e9e-50a3-4105-bf0e-ce8db57d6d3f,1bd8190fbf680c11da49e52d6625ab2b,3736,Suburban,3,41,1.6861908250827293,Yes,5.290318715,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,-0.9372675891106367,252.637807,-0.8306538562349037,5,5,3,4,4,4,4,5
135,4fdba08f-de24-41b5-93ed-0f6731a790ab,22a74293a590ec9df7472b7acaf76465,610,Suburban,2,59,1.3036478725069205,No,5.258274954,8,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-0.9471112202271321,112.455141,-1.1465395399732419,4,5,4,4,4,4,5,4
136,d95cffe6-fb9b-4e0e-9ecd-4f3cf186bea8,f053575e51ec4155d8f1d1a177894b27,34,Rural,1,46,-0.3242514533768897,No,7.157580014,12,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,-0.9862512380420356,179.979358,-1.065024927747148,4,3,4,4,5,2,3,3
137,5e52b5fb-c3b0-4415-877d-64134fde413a,d865b4b22c58f54c929e4aee60c942af,3199,Suburban,3,70,2.948747045377864,No,2.120350511,17,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),-1.0649900151841916,202.443347,-1.1168179863225882,3,3,3,4,3,4,3,2
138,bb2ac7a9-0e6f-4b07-8d72-21e9fcdbc79e,9d2e901626ea3dc81e41a9326069e709,1135,Urban,1,89,-0.2910085582494915,No,4.978546291,12,2,0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),-1.0315051142600151,197.472533,-0.9097195356852947,4,6,6,1,7,3,4,3
139,0a8c923f-2788-4bf2-935d-ccab258e0306,fefcac94caa9b7268c0d546eac64b070,1750,Suburban,4,75,1.235237512251522,Yes,6.547676875,10,3,1,No,One year,No,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,-0.7520712069535079,255.155493,-0.6710779339882312,3,3,4,4,3,4,2,5
140,b3e0a19a-9f89-437a-b524-8ac33e9722b9,456a9fa3230822dc449d1722c38e923a,1076,Urban,0,26,-0.25372360510350894,Yes,7.410590719,9,0,1,Yes,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,-0.8626443065681714,174.976769,-0.7264052365442093,5,4,5,4,4,4,4,4
141,9af7c57b-b167-4f43-a53b-10ee5416de4b,9394346ee8233ed98db05a084d970f9f,1692,Urban,4,25,0.845562976349364,No,11.39765385,8,1,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,-1.149449792247874,169.992756,-1.231752236680408,4,3,4,3,4,3,3,3
142,a6ab1cd6-aaa8-46b9-83f3-612b7facdc1e,23c9db86983e86548e6691ea888d6004,43123,Rural,1,84,-0.3966283357359785,Yes,11.29945603,14,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),-1.1965459917465324,192.440432,-1.3175559387506373,4,5,3,4,4,2,4,2
143,00704f1e-f84d-4a25-888c-0c3d7f1a7ba0,75d744d5482c9b97c3260f9048f72217,2396,Suburban,3,69,0.370440298524422,No,11.30748265,15,0,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),-1.1808283917687878,182.460772,-1.2241312187610942,4,4,4,5,2,4,4,4
144,93cbef73-a06f-46e0-a2e2-5b34bbe14ae8,944bbcd20b8fe059ac9443b40184f76d,12914,Urban,3,31,-0.7094743351022372,No,10.31551212,11,2,1,No,One year,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),-1.1106657998625467,139.965008,-0.9513373660544703,5,5,5,4,2,3,4,3
145,f67c47f8-93da-4b90-babe-4cd9b9deebf6,ef10d94adbaa866559d042fc841bc744,15171,Suburban,10,76,-0.13660853803355058,Yes,13.71555406,14,1,0,No,Month-to-month,No,No,,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,-1.1833044017024337,137.461553,-1.1774386763965954,4,4,3,3,2,3,4,2
146,ff3340ac-0e71-4997-b7eb-c978c4fe4baa,964d140f3d02eb87d79a0badf3c17831,5157,Rural,8,75,-0.12286525706739743,Yes,15.40917963,15,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),-1.2023822306027485,217.472533,-1.1487470452914184,5,4,4,4,3,5,5,3
147,57425799-22d7-43ba-8a73-1e554b8654de,e7ef2e709a21b563cc1bf1bd618d74b0,828,Rural,1,74,0.31592464569367273,Yes,11.9664542,17,1,0,No,Two Year,Yes,Yes,,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,-1.1854774133135129,210.138,-1.220748128898666,2,2,3,4,2,2,3,2
148,f6ad9ac8-0717-407a-a65b-d8d6c92e0c21,35f9f6a4430b459aa513897a648ddf76,98,Suburban,1,49,-0.5887526940676358,No,10.18046877,10,2,0,No,Two Year,No,No,DSL,No,No,No,No,No,Yes,No,No,Yes,Electronic Check,-0.7059425826814141,104.964303,-0.7153037922701053,5,4,5,2,4,5,4,3
149,4f59b266-9e04-4d53-acdf-f4cb3af77571,421f82d1012c3bab268ee8df5f49e876,15671,Rural,1,47,-0.15973919554031987,Yes,14.01485542,16,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),-0.8618549920355326,262.610632,-0.7890141883612486,2,3,2,4,4,3,2,2
